Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
AAI,825.0,0.23684,18.44,27940000.0,42570.0,117980000.0,"Social, media & Content, Analytics, Education"
HASHAI,826.0,0.00033559,-9.47,28380000.0,335440.0,84560000000.0,"Data management & AI, DePIN"
PUFFER,827.0,0.27237,1.25,27870000.0,7100000.0,102310000.0,Made in America
PRCL,828.0,0.12928,-0.55,27680000.0,12950000.0,214140000.0,"Real estate, Made in America"
CAM,829.0,0.086938,0.16,27580000.0,1950.0,317190000.0,Layer 1
BGSOL,830.0,152.1,-1.28,27590000.0,1570000.0,181370.0,—
ALCX,831.0,11.5,4.79,27560000.0,7350000.0,2400000.0,"Lending & Borrowing, DeFi"
EUSD,832.0,1.0,0.0,27490000.0,987350.0,27490000.0,—
ICE,833.0,0.0041596,2.72,27520000.0,11710000.0,6620000000.0,—
LIBRA,834.0,0.10625,1.6,27250000.0,7320000.0,256430000.0,—
PALM,835.0,0.35209,-2.55,27180000.0,180860.0,77200000.0,Data management & AI
OSOL,836.0,0.027139,-8.82,27140000.0,223290.0,1000000000.0,—
REI,837.0,0.028569,-2.93,27140000.0,3010000.0,950000000.0,Scaling
BOUNTY,838.0,0.052874,2.37,27210000.0,542920.0,514580000.00000006,Data management & AI
BLD,839.0,0.039959,1.1,26880000.0,219090.0,672650000.0,—
A47,840.0,0.027623,78.92,27620000.0,1340000.0,1000000000.0,—
LVLY,841.0,0.10961,-0.63,26850000.0,292260.0,245000000.0,—
BLZ,842.0,0.059585,51.22,27380000.0,40280000.0,459580000.0,"Smart contract platforms, Distributed computing & Storage, DePIN"
SNAI,843.0,0.029646,-12.66,26750000.0,3330000.0,902460000.0,Data management & AI
PLT,844.0,2.5129,-0.04,26590000.0,55340.0,10580000.0,—
ADS,845.0,0.1119,-4.25,26520000.0,128180.0,236990000.0,"Marketing, DePIN"
LOFI,846.0,0.02587,22.61,25870000.0,4590000.0,1000000000.0,Memes
ATLAS,847.0,0.001448,-0.6,26530000.0,1430000.0,18320000000.0,"Gaming, NFTs & Collectibles, Metaverse"
FOX,848.0,0.034669,1.84,26770000.0,502270.0,772290000.0,"Decentralized exchange, DeFi"
GRND,849.0,0.045884,1.78,26330000.0,1760000.0,573830000.0,"NFTs & Collectibles, Move to earn, Health"
BOOE,850.0,0.27879,-7.02,26820000.0,501780.0,96190000.0,Memes
OX,851.0,0.0081083,-0.27,26620000.0,19010000.0,3280000000.0,—
LGCT,852.0,1.54,0.22,26180000.0,1410000.0,17000000.0,—
PERP,853.0,0.39762,-0.41,26240000.0,7790000.0,66000000.0,"Decentralized exchange, Derivatives, DeFi"
XT,854.0,4.3269,-1.71,26160000.0,20020000.0,6050000.0,—
EWT,855.0,0.87998,-7.47,26450000.0,449720.0,30060000.0,"Enterprise solutions, Energy"
RARI,856.0,1.3912,-3.09,25680000.0,470030.0,18460000.0,"NFTs & Collectibles, Marketplace, DAO"
WHY,857.0,6e-08,-2.74,25460000.0,2920000.0,420000000000000.0,Memes
WXT,858.0,0.0025514,-0.7,25510000.0,903830.0,10000000000.0,"Asset management, Payments"
OGY,859.0,0.0032179,0.11,25190000.0,114070.0,7830000000.0,Web3
DIONE,860.0,0.002495,11.56,25310000.0,830100.0,10150000000.0,"Energy, DeFi, Layer 1, DePIN"
ARMY,861.0,0.042499,7.89,25030000.0,44640.0,589000000.0,—
AQUA,862.0,0.00090192,-1.29,24960000.0,55040.0,27680000000.0,—
DBR,863.0,0.021309,-1.22,24910000.0,12140000.0,1170000000.0,Interoperability
VRTX,864.0,0.055999,-1.59,24860000.0,2180000.0,444020000.0,"Decentralized exchange, DeFi"
AHT,865.0,0.0040486,-0.18,24690000.0,1370000.0,6100000000.0,"Social, media & Content, Web3"
ECOX,866.0,0.049679,-4.57,24550000.0,5840.0,494200000.0,—
GAME,867.0,0.024803,-12.94,24800000.0,1640000.0,1000000000.0,Data management & AI
KOMA,868.0,0.040079,-11.49,24190000.0,12240000.0,603680000.0,"Memes, Made in America"
PEPE,869.0,0.00025799,-5.44,24520000.0,74810.0,95050000000.0,"Memes, Layer 1"
SWELL,870.0,0.01147,-7.94,24120000.0,10470000.0,2100000000.0,Derivatives
WOJAK,871.0,0.00034627,-7.75,24030000.0,1610000.0,69400000000.0,Memes
GEL,872.0,0.096898,8.66,24020000.0,182490.0,247920000.0,"Smart contract platforms, Developments tools, DeFi"
RABI,873.0,0.053889,-7.28,23440000.0,1050000.0,434990000.0,—
WAN,874.0,0.11995,-0.23,23810000.0,496310.0,198500000.0,"Interoperability, DeFi"
ATR,875.0,0.018918,0.55,23850000.0,960790.0,1260000000.0,—
GFI,876.0,0.81598,2.53,23770000.0,819410.0,29140000.0,"Lending & Borrowing, DeFi"
EMT,877.0,0.0165,-4.5,23720000.0,89770.0,1440000000.0,—
GFAL,878.0,0.0067854,-1.84,23620000.0,163960.0,3480000000.0,"Gaming, NFTs & Collectibles"
KMD,879.0,0.17375,-1.03,23620000.0,669920.0,135950000.0,"Interoperability, Enterprise solutions"
ELON4AFD,880.0,0.023595,-1.34,23590000.0,402210.0,999970000.0,—
DEXT,881.0,0.3033,6.7,23550000.0,34880.0,77630000.0,"Social, media & Content, Analytics"
AUKI,882.0,0.016208,6.61,23420000.0,52610.0,1450000000.0,DePIN
OHO,883.0,0.00096798,-1.91,23350000.0,191590.0,24120000000.0,—
UOS,884.0,0.056534,-0.02,23410000.0,483670.0,414010000.0,"Gaming, NFTs & Collectibles, Metaverse"
CVN,885.0,0.15546,-1.46,21760000.0,9220.0,140000000.0,—
GHST,886.0,0.44274,-3.88,23350000.0,5610000.0,52750000.0,"Gaming, NFTs & Collectibles, DAO"
MCADE,887.0,0.017472,-7.87,23330000.0,4830000.0,1340000000.0,"Gaming, Data management & AI"
TDROP,888.0,0.0019292,2.17,23070000.0,204390.0,11960000000.0,NFTs & Collectibles
KARRAT,889.0,0.1078,0.11,23270000.0,858550.0,215830000.0,Gaming
FUN,890.0,0.002147,-7.95,23280000.0,3280000.0,10840000000.0,"Gaming, Payments, DeFi, Marketplace"
SUSD,891.0,0.97928,-0.18,23250000.0,4150000.0000000005,23740000.0,"Stablecoins, Algorithmic Stablecoins, DeFi"
ZND,892.0,0.29679,1.26,23120000.0,8109999.999999999,77910000.0,—
HPO,893.0,0.0020995,0.05,23090000.0,859.0,11000000000.0,—
PIPPIN,894.0,0.023264,-10.22,23260000.0,7250000.0,1000000000.0,Memes
L3,895.0,0.062527,-15.77,23110000.0,15960000.0,369620000.0,—
HB,896.0,0.00092032,0.93,23010000.0,225660.0,25000000000.0,—
SHIRO,897.0,2e-08,38.24,23020000.0,2850000.0,1000000000000000.0,Memes
BROCCOLI,898.0,0.02243,-29.87,22430000.0,9820000.0,1000000000.0,—
STRDY,899.0,1.178,0.37,22530000.0,4480000.0,19130000.0,Data management & AI
HOSKY,900.0,1e-07,-7.35,22640000.0,463940.0,228000000000000.0,Memes
FLM,901.0,0.034854,-0.15,22610000.0,2900000.0,648840000.0,"DeFi, DAO"
WAGMI,902.0,0.01622,4.26,22580000.0,2470000.0,1390000000.0,Decentralized exchange
XPRT,903.0,0.10551,-1.66,22510000.0,170240.0,213370000.0,"Derivatives, DeFi"
LOKA,904.0,0.11718,-2.71,22420000.0,5990000.0,191330000.0,"Gaming, NFTs & Collectibles, Metaverse"
WCFG,905.0,0.145,-3.33,22340000.0,82560.0,154090000.0,—
SHARP,906.0,0.0083138,-0.1,22340000.0,81070.0,2690000000.0,—
BTY,907.0,0.034599,-1.69,22140000.0,228490.0,640000000.0,—
OSHI,908.0,0.02544,-1.89,21670000.0,27210.0,851740000.0,—
DATA,909.0,0.01967,-1.69,21990000.0,3990000.0,1120000000.0,"Distributed computing & Storage, Internet of things, Data management & AI, Web3, DePIN"
MOODENG,910.0,5.369e-05,-2.54,21930000.0,3270000.0,408510000000.0,Memes
HARD,911.0,0.16623,15.51,22410000.0,8140000.000000001,134790000.0,"Lending & Borrowing, DeFi"
PEPE,912.0,5e-08,-13.47,21800000.0,930890.0,420690000000000.0,—
VARA,913.0,0.01006,-2.46,21850000.0,171310.0,2170000000.0,—
POLIS,914.0,0.077698,0.16,21950000.0,395190.0,282470000.0,"Gaming, Metaverse, DAO"
NST,915.0,2.7389,0.35,21910000.0,77010.0,8000000.0,NFTs & Collectibles
CROWN,916.0,0.1143,1.18,21790000.0,195250.0,190620000.0,—
SRX,917.0,0.054156,3.88,21660000.0,1520000.0,400000000.0,"Distributed computing & Storage, DePIN"
TUBES,918.0,0.55319,13.22,21570000.0,19900.0,39000000.0,—
KLV,919.0,0.002428,-0.96,21560000.0,3550000.0,8880000000.0,Payments
ALEX,920.0,0.035469,-0.71,21510000.0,499200.0,606490000.0,"Lending & Borrowing, DeFi"
CONX,921.0,18.519,-1.55,21450000.0,133780.0,1160000.0,—
BOBA,922.0,0.1246,0.87,21380000.0,1670000.0,171620000.0,"Interoperability, Scaling, Layer 1"
STRX,923.0,0.02132,-9.71,21320000.0,11850.0,1000000000.0,Payments
EL,924.0,0.0046462,7.49,21520000.0,1720000.0,4630000000.0,Asset-backed Tokens
NUM,925.0,0.028206,-0.15,21250000.0,478820.0,753400000.0,"Data management & AI, NFTs & Collectibles, Asset management, Social, media & Content, Web3"
RETARDIO,926.0,0.0219,-6.29,21370000.0,1680000.0,975670000.0,Memes
AGRS,927.0,0.69999,7.23,20900000.0,21920.0,29860000.0,Data management & AI
MMUI,928.0,0.044699,5.85,21290000.0,511510.0,476250000.0,—
FT,929.0,0.2411,-1.01,21090000.0,2200000.0,87470000.0,—
NEURO,930.0,0.038399,-0.16,21070000.0,175.0,548750000.0,—
QRL,931.0,0.30359,-5.07,20630000.0,66400.0,67940000.0,"Distributed computing & Storage, DePIN"
OL,932.0,0.063545,-8.25,20990000.0,10060000.0,330360000.0,"Gaming, NFTs & Collectibles"
ADS,933.0,0.54259,-0.49,21020000.0,3040.0,38740000.0,"Marketing, Metaverse"
FIS,934.0,0.1901,-0.11,20940000.0,6840000.0,110160000.0,"Derivatives, DeFi"
SLF,935.0,0.21466,-2.93,20820000.0,42860000.0,97000000.0,"DeFi, Layer 1"
MPT,936.0,0.0245,0.06,20890000.0,654820.0,852810000.0,—
DIAM,937.0,0.01452,-0.39,20850000.0,461430.0,1440000000.0,—
ORN,938.0,0.611,3.21,20860000.0,282730.0,34150000.0,"Decentralized exchange, DeFi"
OBT,939.0,0.0208,0.9,20800000.0,506160.0,1000000000.0,—
COS,940.0,0.0040259,-2.71,20840000.0,8310000.000000001,5180000000.0,"Social, media & Content"
AKI,941.0,0.0105288,32.71,21060000.0,117740.0,2000000000.0,—
GHX,942.0,0.031699,-10.02,20600000.0,3880000.0,649970000.0,"Gaming, Distributed computing & Storage, DePIN"
BECX,943.0,0.020595,4.29,20590000.0,37.0,1000000000.0,—
WEN,944.0,2.824e-05,-6.3,20550000.0,3600000.0,727720000000.0,Memes
TOKE,945.0,0.25089,4.08,20540000.0,117290.0,81850000.0,—
DOGE,946.0,0.02094,-5.69,20500000.0,2080000.0,979130000.0,Memes
WUF,947.0,2.4e-07,-1.19,20420000.0,208890.0,83680000000000.0,"Memes, Gaming"
MCOIN,948.0,0.11515,6.7,20380000.0,861380.0,177000000.0,—
YNE,949.0,0.020224,-11.79,20220000.0,1930000.0,1000000000.0,Data management & AI
HOPR,950.0,0.059089,-1.51,20160000.0,397020.0,341170000.0,"Privacy, DAO"
ROG,951.0,0.30249,-1.64,20260000.0,29040.0,66989999.99999999,—
DOGINME,952.0,0.00029929,-6.53,20240000.0,727570.0,67620000000.00001,—
USA,953.0,1.68e-06,1.11,20000000.0,1440000.0,11880000000000.0,Memes
CAW,954.0,3e-08,7.63,20030000.0,219840.0,769860000000000.0,Memes
INV,955.0,33.209,0.02,20020000.0,791390.0,602930.0,"Lending & Borrowing, DAO"
LOCK,956.0,0.2095,-0.36,19930000.0,38190.0,95140000.0,Privacy
KEKIUS,957.0,0.019734,-12.0,19730000.0,6990000.0,1000000000.0,Memes
LYK,958.0,0.79278,-0.62,19720000.0,2370000.0,24880000.0,—
PURPE,959.0,4.735e-05,-4.81,19750000.0,802650.0,417210000000.0,Memes
HAI,960.0,0.02357,2.7,19650000.0,275620.0,833570000.0,"Smart contract platforms, Data management & AI, Enterprise solutions, Cybersecurity"
DIMO,961.0,0.06389,-2.49,19660000.0,203600.0,307660000.0,"Distributed computing & Storage, Internet of things, Data management & AI, DePIN"
CPC,962.0,0.1213,-0.63,19580000.0,201150.0,161410000.0,—
MNGO,963.0,0.0175,1.16,19560000.0,3490.0,1120000000.0,"Decentralized exchange, Derivatives, DeFi, DAO"
DRGN,964.0,0.052489,-2.08,19460000.0,1540.0,370770000.0,"Enterprise solutions, Made in America"
PORK,965.0,5e-08,-1.98,19330000.0,894700.0,399510000000000.0,Memes
VOW,966.0,0.050249,-0.77,19380000.0,264810.0,385610000.0,—
BSW,967.0,0.035599,-2.45,19380000.0,4000000.0,544500000.0,"Decentralized exchange, NFTs & Collectibles, DeFi"
STRD,968.0,0.2201,-0.41,19330000.0,51360.0,87830000.0,"Derivatives, Layer 1"
PIKA,969.0,5e-08,0.04,19290000.0,23320.0,420690000000000.0,Memes
NPT,970.0,0.1084,1.36,19260000.0,934880.0,177680000.0,"Gaming, DeFi"
CHESS,971.0,0.095558,-5.05,19190000.0,2980000.0,200820000.0,"Asset management, Derivatives, DeFi"
STAMP,972.0,0.019,-2.79,19000000.0,15620.0,1000000000.0,NFTs & Collectibles
KISHU,973.0,0.0,-1.89,19090000.0,383130.0,9.31361e+16,Memes
VOXEL,974.0,0.085398,-2.67,19110000.0,3210000.0,223800000.0,"Gaming, NFTs & Collectibles"
ZUSD,975.0,0.9982,0.0,18980000.0,8010.0,19010000.0,Stablecoins
FIRO,976.0,1.1126,-0.2,18930000.0,1350000.0,17010000.0,"Privacy, Cryptocurrencies"
DUCK,977.0,0.0032151,1.25,18970000.0,5280000.0,5900000000.0,—
RAI,978.0,1.88,-5.79,18800000.0,3320000.0,10000000.0,—
MATH,979.0,0.1647,-1.82,18830000.0,478890.0,114360000.0,Payments
FARM,980.0,27.819,-2.25,18700000.0,582410.0,672180.0,"Decentralized exchange, DeFi, DAO"
BETA,981.0,0.02099,-2.53,18670000.0,3900000.0,889390000.0,Lending & Borrowing
VINU,982.0,2e-08,0.33,18630000.0,2320000.0,899600000000000.0,Memes
MICHI,983.0,0.033435,-5.21,18580000.0,3890000.0,555770000.0,Memes
ALEPH,984.0,0.074999,9.13,18540000.0,2840000.0,247220000.0,"Distributed computing & Storage, Data management & AI, Identity, DePIN"
MDT,985.0,0.027499,-0.61,18590000.0,5710000.0,676160000.0,"Data management & AI, Marketplace"
HEGIC,986.0,0.02621,6.55,18440000.0,61900.0,703730000.0,"Decentralized exchange, Derivatives, DeFi"
CLUSTR,987.0,0.036979,0.63,18480000.0,9020.0,499690000.0,Data management & AI
NGL,988.0,0.032599,0.02,18650000.0,56220.0,572110000.0,"Oracles, Derivatives, Interoperability, DeFi, Web3, DePIN"
ROOT,989.0,0.01265,0.74,18300000.0,2760000.0,1450000000.0,"Gaming, Metaverse, Layer 1"
PAIN,990.0,3.8379,-15.87,19190000.0,5390000.0,5000000.0,—
BOBO,991.0,2.7e-07,-5.25,18190000.0,1670000.0,66129999999999.99,Memes
BZZ,992.0,0.34554,0.11,18180000.0,1060000.0,52600000.0,"Developments tools, Distributed computing & Storage, DePIN"
USC,993.0,0.99,-1.0,18100000.0,183490.0,18280000.0,—
BANANA,994.0,0.001791,-14.56,17910000.0,6470000.0,10000000000.0,Memes
WXM,995.0,0.29899,-0.64,17940000.0,171170.0,60000000.0,DePIN
VRA,996.0,0.0018333,-2.94,17960000.0,4420000.0,9800000000.0,"Gaming, Data management & AI, NFTs & Collectibles, Social, media & Content"
REN,997.0,0.018105,1.76,18090000.0,3320000.0,999330000.0,"Interoperability, DeFi"
MLC,998.0,0.46389,4.22,17850000.0,124190.0,38470000.0,Gaming
QUICK,999.0,0.02356,0.82,17750000.0,6440000.0,753220000.0,"Decentralized exchange, DeFi"
RBN,1000.0,0.18374,-5.34,17670000.0,129410.0,96190000.0,"Derivatives, DeFi"
COPI,1001.0,0.01926,-1.88,17660000.0,203540.0,916900000.0,"Gaming, NFTs & Collectibles, Metaverse, Web3"
OORT,1002.0,0.047699,-3.72,17620000.0,1440000.0,369340000.0,"Distributed computing & Storage, Data management & AI, DePIN"
PYTHIA,1003.0,0.017719,4.99,17720000.0,882510.0,999980000.0,Memes
LAVA,1004.0,0.075663,-0.36,17620000.0,396460.0,232890000.0,—
OPUL,1005.0,0.047359,-4.72,17570000.0,480140.0,370930000.0,"Social, media & Content"
BENJI,1006.0,0.01754,-10.96,17540000.0,4640000.0,1000000000.0,Memes
OFT,1007.0,0.145,-2.27,17490000.0,1800000.0,120620000.0,—
MSM,1008.0,0.0070439,3.2,17610000.0,197430.0,2500000000.0,—
S,1009.0,0.01745,5.04,17450000.0,5100000.0,999990000.0,—
CLOUD,1010.0,0.096339,22.27,17340000.0,3660000.0,180000000.0,—
STEP,1011.0,0.0785,1.03,17380000.0,90450.0,221410000.0,—
KIN,1012.0,6.3e-06,5.46,17380000.0,242370.0,2760000000000.0,"Social, media & Content, Web3"
PROS,1013.0,0.33469,-0.43,17200000.0,2920000.0,51390000.0,"Prediction markets, DAO"
SUKU,1014.0,0.041159,-0.34,17080000.0,253370.0,415010000.0,"Enterprise solutions, DeFi, Web3, Made in America"
EVER,1015.0,0.0086108,0.49,17100000.0,131490.0,1990000000.0,Smart contract platforms
AIDOGE,1016.0,0.0,-1.19,16880000.0,4150000.0000000005,1.744559e+17,Memes
P,1017.0,0.01947361,-4.450000000000001,19470000.0,33680000.0,999940000.0,—
GROK,1018.0,0.0026999,-5.21,17070000.0,5870000.0,6320000000.0,"Memes, Data management & AI"
MODE,1019.0,0.0067631,-2.67,16910000.0,1760000.0,2500000000.0,Data management & AI
KEYCAT,1020.0,0.0016915,-6.33,16910000.0,2009999.9999999998,10000000000.0,Memes
ADX,1021.0,0.11753,-0.07,16930000.0,4440000.0,144050000.0,"Data management & AI, Marketing, Web3"
SIX,1022.0,0.01985,0.99,16890000.0,760570.0,850970000.0,"Smart contract platforms, Enterprise solutions, Payments"
CTX,1023.0,2.243,-6.18,16800000.0,317390.0,7490000.0,Derivatives
MYRO,1024.0,0.017821,-6.9,16830000.0,5250000.0,944200000.0,Memes
MASA,1025.0,0.032163,-3.8,16820000.0,6820000.0,523020000.0,"Privacy, Data management & AI, Identity"
XEN,1026.0,9e-08,-1.54,16530000.000000002,1440000.0,174820000000000.0,—
BOSON,1027.0,0.1197,-0.18,16810000.0,515390.0,140470000.0,"NFTs & Collectibles, Payments, E-commerce, Marketplace"
MONKY,1028.0,1.98e-06,-0.46,16820000.0,1280000.0,8500000000000.0,"Memes, Gaming"
ASD,1029.0,0.025299,-5.49,16710000.0,1160000.0,660620000.0,Centralized-exchange
SLND,1030.0,0.32895,1.84,16640000.0,11430.0,50600000.0,"Lending & Borrowing, DeFi"
CSWAP,1031.0,0.018,-1.4,16640000.0,5680.0,924290000.0,—
VICS,1032.0,0.027699,0.38,16620000.000000002,62500.0,600000000.0,—
DEGOD,1033.0,0.001649,0.0,16489999.999999998,5910.0,10000000000.0,Memes
FLAY,1034.0,0.027439,5.73,16460000.0,549540.0,600000000.0,—
NULS,1035.0,0.14812,-7.76,16550000.0,2970000.0,111740000.0,"Developments tools, Enterprise solutions"
LEASH,1036.0,155.62,4.88,16559999.999999998,1290000.0,106400.0,Memes
BAR,1037.0,1.746,-2.13,16280000.000000002,4130000.0,9330000.0,"Sports, Fan Tokens"
SANTOS,1038.0,2.4226,-3.11,16340000.0,5640000.0,6750000.0,Fan Tokens
TRUMP,1039.0,0.37002,2.36,16280000.000000002,127210.0,44000000.0,Memes
OCTA,1040.0,0.46119,-10.31,16320000.0,518750.0,35380000.0,"Distributed computing & Storage, Data management & AI, Layer 1, DePIN"
PIRATE,1041.0,0.068199,4.27,16219999.999999998,1160000.0,237810000.0,"Gaming, NFTs & Collectibles, Made in America"
BIFI,1042.0,202.03,-2.08,16160000.0,426070.0,80000.0,DeFi
PSG,1043.0,2.1206,-7.15,15970000.0,5860000.0,7530000.0,"Sports, Fan Tokens"
LINA,1044.0,0.002072,0.63,15960000.0,8860000.0,7700000000.0,"Decentralized exchange, Derivatives, DeFi, DAO"
CAR,1045.0,0.016,-10.99,16000000.0,8810000.0,999970000.0,—
BADAI,1046.0,0.01579,-7.02,15790000.0,438190.0,1000000000.0,—
METAL,1047.0,0.10022,-1.46,15780000.0,21890.0,157500000.0,—
MOCHI,1048.0,1.698e-05,-2.99,15920000.0,633350.0,937630000000.0,Memes
NIM,1049.0,0.0012305,-2.18,15810000.0,256560.0,12850000000.0,Payments
COMBO,1050.0,0.1916,-2.36,15780000.0,7250000.0,82380000.0,"Gaming, NFTs & Collectibles, Social, media & Content"
ULTI,1051.0,0.0038999,-1.56,15690000.0,4320000.0,4019999999.9999995,Gaming
BKN,1052.0,0.24115,-11.16,15670000.0,2020000.0,64980000.00000001,—
IRON,1053.0,0.27104,32.05,15950000.0,209550.0,58830000.0,—
SDL,1054.0,0.50309,2.42,15610000.0,64730.00000000001,31030000.0,—
TOKEN,1055.0,0.01563,-6.41,15630000.0,5380000.0,1000000000.0,"Asset-backed Tokens, Memes, Smart contract platforms, Data management & AI, Social, media & Content, DeFi, Analytics, Education, Real estate, DAO"
LINGO,1056.0,0.13037,-0.46,15630000.0,1380000.0,119890000.0,—
LOOKS,1057.0,0.01557,-2.61,15570000.0,2060000.0,999940000.0,"NFTs & Collectibles, Marketplace"
PPT,1058.0,0.18087,-5.27,15490000.0,2640000.0,85640000.0,—
CHEQ,1059.0,0.02412,-1.31,15500000.0,196820.0,642490000.0,Identity
FIO,1060.0,0.01927,-5.99,15510000.0,6100000.0,804890000.0,"Interoperability, Payments, Layer 1"
QUACK,1061.0,0.0,-34.11,15350000.0,718680.0,4.408596e+16,"Memes, Loyalty & Rewards, DeFi, Metaverse"
BOTTO,1062.0,0.33929,0.25,15390000.0,84790.0,45350000.0,"Data management & AI, NFTs & Collectibles"
LCG,1063.0,0.00073199,-12.74,15370000.0,21720.0,21000000000.0,—
PSP,1064.0,0.020542,-0.64,15300000.0,49620.0,744980000.0,"Decentralized exchange, DeFi"
AMO,1065.0,0.00071312,-2.2,15120000.0,171150.0,21200000000.0,Data management & AI
GEMS,1066.0,0.037806,-3.04,15120000.0,3680000.0,399930000.0,—
DOG,1067.0,0.00099,1.14,15120000.0,56610.0,15270000000.0,"Memes, NFTs & Collectibles"
PIVX,1068.0,0.164,-0.94,14950000.0,2020000.0,91160000.0,"Privacy, Cryptocurrencies, DAO"
CEEK,1069.0,0.01853,-1.83,14930000.0,893960.0,805720000.0,"NFTs & Collectibles, Social, media & Content, Metaverse"
QUILL,1070.0,0.1496,14.94,14960000.0,114660.0,100000000.0,—
OG,1071.0,3.6512,2.17,15080000.0,8620000.0,4130000.0,"Sports, Fan Tokens"
PBX,1072.0,0.053449,16.07,14900000.0,181800.0,278840000.0,—
XPM,1073.0,0.062629,3.4,14850000.0,212230.0,237160000.0,—
SIDUS,1074.0,0.0011705,-3.14,14680000.0,595570.0,12540000000.0,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse"
VLX,1075.0,0.0054549,0.46,14680000.0,275120.0,2690000000.0,Smart contract platforms
SYNT,1076.0,0.02232,-1.83,14630000.0,3080000.0,655420000.0,Interoperability
DORA,1077.0,0.027099,5.86,14560000.0,621150.0,537280000.0,DAO
SHPING,1078.0,0.00633,-1.89,14480000.0,214370.0,2290000000.0,"Loyalty & Rewards, E-commerce"
GAFI,1079.0,1.333,-1.46,14590000.0,20030.0,10950000.0,"Gaming, Metaverse, Fundraising"
BERT,1080.0,0.014993,-8.78,14490000.0,813100.0,966750000.0,Memes
PROPC,1081.0,0.54129,-3.42,14390000.0,298190.0,26590000.0,Real estate
DLC,1082.0,0.14997,-1.61,14430000.0,76610.0,96200000.0,"Loyalty & Rewards, Fundraising"
PHNIX,1083.0,2.671e-05,13.89,14160000.0,593230.0,530000000000.0,Memes
GOCHU,1084.0,1.28e-06,-2.17,14340000.0,705190.0,11180000000000.0,Memes
CLY,1085.0,0.12727,8.66,14340000.0,74550.0,112640000.0,—
WING,1086.0,2.9349,-2.86,14330000.0,802720.0,4880000.0,"Lending & Borrowing, DeFi"
SIGMA,1087.0,0.015775,-1.62,14200000.0,2330000.0,899850000.0,Memes
BGSC,1088.0,0.002309,-17.4,14030000.0,1040000.0,6080000000.0,—
ODOS,1089.0,0.0085883,-4.27,14310000.0,843960.0,1670000000.0,—
VOLT,1090.0,2.6e-07,1.52,14120000.0,80100.0,54770000000000.0,"Memes, Cryptocurrencies, Decentralized exchange, Gaming, Data management & AI, NFTs & Collectibles, Payments, DeFi, DAO"
QTCON,1091.0,0.0012507,-4.86,13530000.0,253950.0,10810000000.0,"Social, media & Content"
TICO,1092.0,0.0074749,-0.92,14090000.0,75550.0,1890000000.0,"Gaming, NFTs & Collectibles"
GYEN,1093.0,0.006698,2.56,14060000.0,5320.0,2100000000.0,"Stablecoins, Asset-backed Stablecoins"
WOD,1094.0,0.11024,0.32,14020000.0,552030.0,127170000.0,"Gaming, NFTs & Collectibles"
MAX,1095.0,0.10746,-4.41,14030000.0,10990000.0,130520000.00000001,Gaming
MEOW,1096.0,0.0094418,-0.95,13880000.0,900.0,1470000000.0,"Memes, Gaming"
PAI,1097.0,0.1392,-2.09,13920000.0,1110000.0,100000000.0,—
KRL,1098.0,0.3458,-0.77,13740000.0,159280.0,39740000.0,Asset management
HTR,1099.0,0.029954,-0.13,13810000.0,341090.0,461150000.0,"Smart contract platforms, Scaling, DeFi"
NXRA,1100.0,0.0149,4.15,14380000.0,169340.0,965320000.0,Asset-backed Tokens
ECET,1101.0,0.0199,-1.17,13720000.0,204950.0,689200000.0,—
GOG,1102.0,0.01951,-1.54,13720000.0,105590.0,703470000.0,Gaming
ZGD,1103.0,0.123,51.89,13650000.0,1410.0,111000000.0,—
PAID,1104.0,0.028599,-2.68,13610000.0,8960.0,475990000.0,—
BID,1105.0,0.050254,-7.38,13490000.0,461520.0,268430000.0,Data management & AI
SMOLE,1106.0,3.19e-05,-1.53,13400000.0,3900000.0,420000000000.0,Memes
KARATE,1107.0,0.000223,-2.49,13300000.0,509640.0,59650000000.0,"Gaming, Sports"
GOUT,1108.0,8.99e-05,-2.29,13920000.0,586340.0,154800000000.0,—
FLIP,1109.0,0.76788,-0.76,13250000.0,1130000.0,17260000.0,"Decentralized exchange, Interoperability"
CGO,1110.0,93.768,0.1,13220000.0,358230.0,141000.0,Asset-backed Tokens
PIZZA,1111.0,0.62789,-4.42,13190000.0,3050000.0,21000000.0,—
FLIX,1112.0,0.052399,-3.83,13140000.0,37200.0,250760000.0,—
TROY,1113.0,0.001318,0.37,13180000.0,5130000.0,10000000000.0,"Centralized-exchange, Decentralized exchange, Asset management"
EARNM,1114.0,0.0040299,-6.56,13100000.0,457700.0,3250000000.0,—
AVT,1115.0,2.16,-3.14,12960000.0,208350.0,6000000.0,"Enterprise solutions, Loyalty & Rewards, Events"
VADER,1116.0,0.012832,-3.66,12790000.0,474610.0,996740000.0,—
DINERO,1117.0,0.030399,1.02,12920000.0,56410.0,424970000.0,—
FOXSY,1118.0,0.031789,-4.24,12830000.0,1730000.0,403470000.0,Memes
CRETA,1119.0,0.0087398,-1.34,12820000.0,231260.0,1470000000.0,—
REKT,1120.0,5e-08,-0.03,12700000.0,1300000.0,255780000000000.0,Memes
PGN,1121.0,0.0125,-6.89,12500000.0,168350.0,1000000000.0,—
YLAY,1122.0,0.018529,-2.8,12530000.0,27750.0,676000000.0,—
