Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
XAH,687.0,0.069599,2.37,40.99,2.64,588.89,—
CCD,688.0,0.0036049,1.97,40.99,258.17,11.37,"Developments tools, Identity, Enterprise solutions, Layer 1"
DAR,689.0,0.063329,2.89,41.03,9.96,647.87,"Gaming, NFTs & Collectibles, Metaverse"
RACA,690.0,0.011323,0.92,40.71,5.24,410.67,"Gaming, NFTs & Collectibles, Metaverse, Marketplace"
SAROS,691.0,0.01539,2.38,40.4,284.61,2.63,Decentralized exchange
XTER,692.0,0.18514450000000002,29.98,39.83,23.51,112.5,"Gaming, Web3"
ACE,693.0,0.18514450000000002,4.49,39.93,13.05,52.54,"Gaming, Social, media & Content"
BAKE,694.0,0.13821,1.88,40.05,8.11,289.77,"Decentralized exchange, NFTs & Collectibles, DeFi, Marketplace"
BINK,695.0,0.00026709,2.7,39.78,3.59,148.94,—
NKN,696.0,0.05052,2.61,39.66,6.63,734.485,"Distributed computing & Storage, Internet of things, Web3, DePIN"
KUJI,697.0,0.18514450000000002,1.77,39.6,210.64,122.35,—
SAUCE,698.0,0.050814,5.7,39.48,296.36,734.485,Decentralized exchange
GODS,699.0,0.11307,2.29,39.5,1.46,349.31,"Gaming, NFTs & Collectibles"
NEIRO,700.0,0.039363,10.78,39.36,16.68,1.0,Memes
RARE,701.0,0.048589,3.02,39.03,10.2,734.485,"NFTs & Collectibles, Marketplace, DAO"
MBOX,702.0,0.094673,4.86,38.81,9.25,409.92,"Gaming, NFTs & Collectibles, DeFi, Metaverse"
THE,703.0,0.18514450000000002,6.73,38.74,12.44,96.38,"Cryptocurrencies, Smart contract platforms, Decentralized exchange, DeFi, Analytics, Web3"
META,704.0,0.022647,1.35,38.62,219.86,1.71,Identity
EURT,705.0,0.18514450000000002,1.33,38.4,438.92500000000007,36.39,"Stablecoins, Asset-backed Stablecoins"
ZCX,706.0,0.055822,0.78,38.46,438.92500000000007,688.93,—
RAD,707.0,0.18514450000000002,1.73,38.15,8.5,51.58,"Data management & AI, Web3, DAO"
ETN,708.0,0.002118,0.5,38.08,438.92500000000007,17.98,"Cryptocurrencies, Payments"
F,709.0,0.02514,5.93,38.11,12.16,1.52,"Decentralized exchange, Derivatives, DeFi"
NFP,710.0,0.095498,2.89,37.76,4.25,395.4,"Data management & AI, Payments, Social, media & Content, Web3"
LOCUS,711.0,0.01818,0.46,37.83,231.67,2.08,"Scaling, Payments"
HOOK,712.0,0.1663,4.46,37.63,5.37,226.25,"Gaming, Data management & AI, Metaverse, Education"
ALPHA,713.0,0.040784,0.59,37.6,7.69,734.485,"DeFi, DAO, Fundraising"
CLV,714.0,0.030476,4.08,37.31,11.85,1.22,Interoperability
LEVER,715.0,0.0010616,3.6,37.14,6.91,34.98,"Asset management, DeFi"
TLOS,716.0,0.084398,1.71,37.14,8.95,440.0,"Smart contract platforms, NFTs & Collectibles, Layer 1"
AVA,717.0,0.18514450000000002,4.09,37.09,22.48,57.5,"Payments, Marketplace, Tourism, Hospitality"
MOB,718.0,0.18514450000000002,0.19,37.1,27.23,198.4,"Privacy, Payments"
DEP,719.0,0.0012797,2.57,36.76,1.31,28.73,"Gaming, NFTs & Collectibles, Metaverse"
WTAO,720.0,0.18514450000000002,7.32,36.91,53.56,131.23,—
GTC,721.0,0.18514450000000002,3.55,36.83,6.73,95.91,"Web3, DAO"
ZEREBRO,722.0,0.037483,5.79,36.69,15.73,734.485,Data management & AI
MNDE,723.0,0.084956,1.42,36.56,1.25,430.36,"NFTs & Collectibles, DAO"
TBC,724.0,0.18514450000000002,1.4,36.66,438.92500000000007,3.01,—
XPLA,725.0,0.044864,1.3,36.51,143.88,734.485,"Developments tools, Gaming, Web3"
ANYONE,726.0,0.18514450000000002,1.27,36.13,387.7,97.5,"Privacy, DePIN"
STONKS,727.0,0.036769,9.55,36.77,7.82,1.0,—
SD,728.0,0.18514450000000002,6.35,36.77,3.83,53.28,Derivatives
LMWR,729.0,0.1138,3.15,36.39,3.54,319.75,"Data management & AI, Social, media & Content, Web3"
RSC,730.0,0.18514450000000002,7.73,36.19,360.14,95.21,—
WOLF,731.0,0.011323,1.17,36.16,3.85,734.485,Memes
MAV,732.0,0.071681,0.82,36.09,5.64,503.53,"Scaling, DeFi"
PHB,733.0,0.18514450000000002,3.86,36.0,10.63,54.52,"Smart contract platforms, Oracles, Data management & AI, Enterprise solutions, Web3, DePIN"
MIGGLES,734.0,0.036549,9.53,34.99,2.18,734.485,Memes
KNG,735.0,0.18514450000000002,0.04,35.75,438.92500000000007,21.0,—
RBNT,736.0,0.034899,5.3,35.59,265.68,1.02,—
BCN,737.0,0.0001939,3.49,35.69,3.3,184.07,"Privacy, Cryptocurrencies, Payments"
CUSD,738.0,0.18514450000000002,0.06,35.57,438.92500000000007,35.55,"Stablecoins, Algorithmic Stablecoins, DeFi"
TKO,739.0,0.18514450000000002,0.05,35.34,1.69,168.67,"Smart contract platforms, Centralized-exchange"
LAT,740.0,0.0055229,0.58,35.19,4.91,6.37,"Distributed computing & Storage, Data management & AI"
MOZ,741.0,0.031703,8.38,34.87,4.15,1.1,—
TLM,742.0,0.0060384,1.71,34.68,14.47,5.74,"Gaming, NFTs & Collectibles, Metaverse, DAO"
MAPO,743.0,0.0060452,3.02,34.75,3.51,5.75,Interoperability
NEON,744.0,0.14354,1.97,34.37,1.21,239.47,Interoperability
RIO,745.0,0.18514450000000002,3.11,34.25,3.33,141.98,"Metaverse, Real estate, Made in America"
LISTA,746.0,0.18214,3.01,34.18,10.73,187.68,"Lending & Borrowing, DeFi, DAO"
MCDULL,747.0,0.011323,1.63,34.15,178.96,7.56,—
CTXC,748.0,0.1497,5.18,34.12,2.76,227.9,"Smart contract platforms, Internet of things, Data management & AI"
DAO,749.0,0.1754,0.98,34.35,2.05,195.81,DeFi
DRV,750.0,0.045849,2.41,33.81,249.56,734.485,Data management & AI
X,751.0,0.011323,3.73,34.02,29.78,690.0,"Gaming, Tap to earn"
J,752.0,0.18514450000000002,13.81,33.91,14.87,130.0,—
PNG,753.0,0.15334,4.27,33.49,1.34,218.37,Decentralized exchange
TT,754.0,0.0027853,0.9,33.12,1.23,11.89,Smart contract platforms
AERGO,755.0,0.071194,4.88,33.64,6.0,472.5,"Smart contract platforms, Enterprise solutions"
EURI,756.0,0.18514450000000002,0.17,33.58,14.46,31.13,"Stablecoins, Cryptocurrencies"
DOGEAI,757.0,0.044714,6.21,33.54,3.48,734.485,—
BROCCOLI,758.0,0.033512,44.41,33.51,45.5,1.0,—
AQT,759.0,0.18514450000000002,1.47,32.98,2.33,26.81,"NFTs & Collectibles, Marketplace"
LYX,760.0,0.18514450000000002,2.76,33.19,280.2,30.54,"Smart contract platforms, Identity, NFTs & Collectibles, Social, media & Content, Metaverse, Layer 1"
DEGO,761.0,0.18514450000000002,1.84,33.05,10.73,21.0,"NFTs & Collectibles, DeFi, DAO"
MYRIA,762.0,0.00114,3.94,33.11,438.92500000000007,29.05,"Gaming, NFTs & Collectibles"
RDNT,763.0,0.027482,3.47,33.12,8.43,1.21,"Lending & Borrowing, DeFi"
TEDDYV2,764.0,0.011323,1.7,33.09,11.0,518.72,—
RSS3,765.0,0.049079,3.66,33.12,1.76,674.92,"Data management & AI, Social, media & Content, Web3"
LB,766.0,0.011323,9.28,33.08,273.9,105.02,—
VINE,767.0,0.032988,7.02,32.99,61.26,734.485,—
A8,768.0,0.12455,0.8,32.79,2.15,263.29,—
SLERF,769.0,0.06582,2.44,32.91,10.85,500.0,Memes
AMPL,770.0,0.18514450000000002,1.5,32.82,438.92500000000007,28.27,"Stablecoins, Algorithmic Stablecoins, DeFi"
GME,771.0,0.011323,5.35,32.66,438.92500000000007,411.3,Memes
HUNT,772.0,0.18514450000000002,0.33,32.79,1.41,126.17,"Social, media & Content"
SHDW,773.0,0.18514450000000002,1.05,31.93,438.92500000000007,161.71,"Distributed computing & Storage, DePIN, Made in America"
MC,774.0,0.1,1.96,32.21,438.92500000000007,322.1,"Gaming, NFTs & Collectibles, Metaverse, DAO"
TJRM,775.0,0.035959,3.19,32.26,1.12,734.485,—
ORDER,776.0,0.14904,3.28,31.73,20.66,212.87,—
GEAR,777.0,0.0031839,4.98,31.84,1.02,10.0,—
HEI,778.0,0.18514450000000002,3.65,31.88,8.54,69.05,—
BASEDAI,779.0,0.18514450000000002,10.24,31.73,225.02,34.6,—
LBT,780.0,0.12924,0.01,31.66,40.86,245.0,—
DNT,781.0,0.031507,0.02,31.51,173.22,1.0,"Payments, Social, media & Content, Web3"
ARRR,782.0,0.1594,5.3,31.28,95.96,196.21,"Privacy, Cryptocurrencies"
ATA,783.0,0.055299,1.35,31.14,6.82,563.09,"Identity, Scaling, Web3"
GRS,784.0,0.18514450000000002,0.73,30.96,320.4,87.08,Cryptocurrencies
DADDY,785.0,0.051889,4.1,31.11,1.66,599.64,Memes
OMG,786.0,0.18514450000000002,1.04,30.63,4.55,140.25,"Cryptocurrencies, Scaling, Payments"
FCT2,787.0,0.031309,1.02,30.28,438.92500000000007,734.485,Data management & AI
SIREN,788.0,0.041539,6.5,30.76,10.81,734.485,—
TORN,789.0,0.18514450000000002,0.87,30.73,272.42,5.26,"Privacy, DAO"
APX,790.0,0.054639,0.47,30.66,438.92500000000007,561.1,"Decentralized exchange, Derivatives, DeFi"
C,791.0,0.011323,5.150705476073014,30.17,9.04,734.485,—
PEPU,792.0,0.0046794,4.76,30.66,1.28,6.55,Memes
MOC,793.0,0.071897,0.08,30.52,1.18,424.49,"NFTs & Collectibles, Metaverse"
SPEC,794.0,0.18514450000000002,6.31,30.25,3.53,14.1,Data management & AI
BRISE,795.0,0.011323,1.3,30.27,11.86,395.69,Smart contract platforms
SERAPH,796.0,0.14887,4.01,30.21,12.38,202.96,"Gaming, NFTs & Collectibles"
GST,797.0,0.010505,0.89,30.27,438.92500000000007,2.88,Move to earn
MLN,798.0,0.18514450000000002,3.48,30.12,5.39,2.97,"Asset management, DeFi"
L,799.0,0.090408,0.26,29.97,438.92500000000007,331.5,—
LIT,800.0,0.18514450000000002,4.75,32.25,9.94,45.17,"Data management & AI, Identity, DeFi, Web3"
WQUIL,801.0,0.033099,5.43,29.86,438.92500000000007,734.485,Wrapped Tokens
IXS,802.0,0.1653,7.06,29.75,75.32,180.0,—
LTO,803.0,0.068299,2.27,29.82,1.1,436.65,"Identity, Enterprise solutions, Layer 1"
SPA,804.0,0.017466,4.68,29.55,1.79,1.69,"Stablecoins, Algorithmic Stablecoins"
CORE,805.0,0.18514450000000002,73.11,42.48,195.2,10.0,"DeFi, DAO"
UTK,806.0,0.041981,2.51,29.56,7.86,704.11,Payments
NAVX,807.0,0.064119,4.44,29.44,2.0,459.12,Lending & Borrowing
VIC,808.0,0.18514450000000002,3.97,29.31,1.09,120.15,—
LMT,809.0,0.035269,5.33,29.28,324.37,734.485,Data management & AI
MARSO,810.0,0.0029008,0.12,29.24,249.64,10.08,—
EURA,811.0,0.18514450000000002,0.29,29.2,1.24,27.06,Stablecoins
TPT,812.0,0.0083848,1.2,29.07,72.53,3.47,Payments
WINK,813.0,0.029499,38.27,29.5,3.41,1.0,—
SFM,814.0,0.011323,1.37,29.01,66.35,372.84,—
XION,815.0,0.18514450000000002,3.57,28.64,5.46,28.93,"Layer 1, Made in America"
POKT,816.0,0.01751,7.68,28.7,438.92500000000007,1.64,"Developments tools, Distributed computing & Storage, Interoperability, DePIN"
POLS,817.0,0.18514450000000002,2.59,27.98,1.26,99.21,DeFi
CHILLGUY,818.0,0.028694,8.86,28.69,10.2,734.485,Memes
NS,819.0,0.16453,2.16,28.17,5.12,171.21,—
IDEX,820.0,0.030499,0.54,28.24,6.42,734.485,"Decentralized exchange, DeFi"
VOLR,821.0,0.18514450000000002,6.34,28.28,14.54,50.0,—
RATS,822.0,0.011323,20.68,27.73,11.69,1.0,Memes
LADYS,823.0,0.011323,5.45,28.22,2.89,734.37,Memes
HFUN,824.0,0.18514450000000002,0.68,28.02,338.09,734.485,Memes
AAI,825.0,0.18514450000000002,18.44,27.94,42.57,117.98,"Social, media & Content, Analytics, Education"
HASHAI,826.0,0.00033559,9.47,28.38,335.44,84.56,"Data management & AI, DePIN"
PUFFER,827.0,0.18514450000000002,1.25,27.87,7.1,102.31,Made in America
PRCL,828.0,0.12928,0.55,27.68,12.95,214.14,"Real estate, Made in America"
CAM,829.0,0.086938,0.16,27.58,1.95,317.19,Layer 1
BGSOL,830.0,0.18514450000000002,1.28,27.59,1.57,181.37,—
ALCX,831.0,0.18514450000000002,4.79,27.56,7.35,2.4,"Lending & Borrowing, DeFi"
EUSD,832.0,0.18514450000000002,0.0,27.49,438.92500000000007,27.49,—
ICE,833.0,0.0041596,2.72,27.52,11.71,6.62,—
LIBRA,834.0,0.10625,1.6,27.25,7.32,256.43,—
PALM,835.0,0.18514450000000002,2.55,27.18,180.86,77.2,Data management & AI
OSOL,836.0,0.027139,8.82,27.14,223.29,1.0,—
REI,837.0,0.028569,2.93,27.14,3.01,734.485,Scaling
BOUNTY,838.0,0.052874,2.37,27.21,438.92500000000007,514.58,Data management & AI
BLD,839.0,0.039959,1.1,26.88,219.09,672.65,—
A47,840.0,0.027623,78.92,27.62,1.34,1.0,—
LVLY,841.0,0.10961,0.63,26.85,292.26,245.0,—
BLZ,842.0,0.059585,51.22,27.38,40.28,459.58,"Smart contract platforms, Distributed computing & Storage, DePIN"
SNAI,843.0,0.029646,12.66,26.75,3.33,734.485,Data management & AI
PLT,844.0,0.18514450000000002,0.04,26.59,55.34,10.58,—
ADS,845.0,0.1119,4.25,26.52,128.18,236.99,"Marketing, DePIN"
LOFI,846.0,0.02587,22.61,25.87,4.59,1.0,Memes
ATLAS,847.0,0.001448,0.6,26.53,1.43,18.32,"Gaming, NFTs & Collectibles, Metaverse"
FOX,848.0,0.034669,1.84,26.77,438.92500000000007,734.485,"Decentralized exchange, DeFi"
GRND,849.0,0.045884,1.78,26.33,1.76,573.83,"NFTs & Collectibles, Move to earn, Health"
BOOE,850.0,0.18514450000000002,7.02,26.82,438.92500000000007,96.19,Memes
OX,851.0,0.0081083,0.27,26.62,19.01,3.28,—
LGCT,852.0,0.18514450000000002,0.22,26.18,1.41,17.0,—
PERP,853.0,0.18514450000000002,0.41,26.24,7.79,66.0,"Decentralized exchange, Derivatives, DeFi"
XT,854.0,0.18514450000000002,1.71,26.16,20.02,6.05,—
EWT,855.0,0.18514450000000002,7.47,26.45,438.92500000000007,30.06,"Enterprise solutions, Energy"
RARI,856.0,0.18514450000000002,3.09,25.68,438.92500000000007,18.46,"NFTs & Collectibles, Marketplace, DAO"
WHY,857.0,0.011323,2.74,25.46,2.92,420.0,Memes
WXT,858.0,0.0025514,0.7,25.51,438.92500000000007,10.0,"Asset management, Payments"
OGY,859.0,0.0032179,0.11,25.19,114.07,7.83,Web3
DIONE,860.0,0.002495,11.56,25.31,438.92500000000007,10.15,"Energy, DeFi, Layer 1, DePIN"
ARMY,861.0,0.042499,7.89,25.03,44.64,589.0,—
AQUA,862.0,0.00090192,1.29,24.96,55.04,27.68,—
DBR,863.0,0.021309,1.22,24.91,12.14,1.17,Interoperability
VRTX,864.0,0.055999,1.59,24.86,2.18,444.02,"Decentralized exchange, DeFi"
AHT,865.0,0.0040486,0.18,24.69,1.37,6.1,"Social, media & Content, Web3"
ECOX,866.0,0.049679,4.57,24.55,5.84,494.2,—
GAME,867.0,0.024803,12.94,24.8,1.64,1.0,Data management & AI
KOMA,868.0,0.040079,11.49,24.19,12.24,603.68,"Memes, Made in America"
PEPE,869.0,0.00025799,5.44,24.52,74.81,95.05,"Memes, Layer 1"
SWELL,870.0,0.01147,7.94,24.12,10.47,2.1,Derivatives
WOJAK,871.0,0.00034627,7.75,24.03,1.61,69.4,Memes
GEL,872.0,0.096898,8.66,24.02,182.49,247.92,"Smart contract platforms, Developments tools, DeFi"
RABI,873.0,0.053889,7.28,23.44,1.05,434.99,—
WAN,874.0,0.11995,0.23,23.81,438.92500000000007,198.5,"Interoperability, DeFi"
ATR,875.0,0.018918,0.55,23.85,438.92500000000007,1.26,—
GFI,876.0,0.18514450000000002,2.53,23.77,438.92500000000007,29.14,"Lending & Borrowing, DeFi"
EMT,877.0,0.0165,4.5,23.72,89.77,1.44,—
GFAL,878.0,0.0067854,1.84,23.62,163.96,3.48,"Gaming, NFTs & Collectibles"
KMD,879.0,0.17375,1.03,23.62,438.92500000000007,135.95,"Interoperability, Enterprise solutions"
ELON4AFD,880.0,0.023595,1.34,23.59,402.21,734.485,—
DEXT,881.0,0.18514450000000002,6.7,23.55,34.88,77.63,"Social, media & Content, Analytics"
AUKI,882.0,0.016208,6.61,23.42,52.61,1.45,DePIN
OHO,883.0,0.00096798,1.91,23.35,191.59,24.12,—
UOS,884.0,0.056534,0.02,23.41,438.92500000000007,414.01,"Gaming, NFTs & Collectibles, Metaverse"
CVN,885.0,0.15546,1.46,21.76,9.22,140.0,—
GHST,886.0,0.18514450000000002,3.88,23.35,5.61,52.75,"Gaming, NFTs & Collectibles, DAO"
MCADE,887.0,0.017472,7.87,23.33,4.83,1.34,"Gaming, Data management & AI"
TDROP,888.0,0.0019292,2.17,23.07,204.39,11.96,NFTs & Collectibles
KARRAT,889.0,0.1078,0.11,23.27,438.92500000000007,215.83,Gaming
FUN,890.0,0.002147,7.95,23.28,3.28,10.84,"Gaming, Payments, DeFi, Marketplace"
SUSD,891.0,0.18514450000000002,0.18,23.25,4.15,23.74,"Stablecoins, Algorithmic Stablecoins, DeFi"
ZND,892.0,0.18514450000000002,1.26,23.12,8.11,77.91,—
HPO,893.0,0.0020995,0.05,23.09,438.92500000000007,11.0,—
PIPPIN,894.0,0.023264,10.22,23.26,7.25,1.0,Memes
L3,895.0,0.062527,15.77,23.11,15.96,369.62,—
HB,896.0,0.00092032,0.93,23.01,225.66,25.0,—
SHIRO,897.0,0.011323,38.24,23.02,2.85,734.485,Memes
BROCCOLI,898.0,0.02243,29.87,22.43,9.82,1.0,—
STRDY,899.0,0.18514450000000002,0.37,22.53,4.48,19.13,Data management & AI
HOSKY,900.0,0.011323,7.35,22.64,438.92500000000007,228.0,Memes
FLM,901.0,0.034854,0.15,22.61,2.9,648.84,"DeFi, DAO"
WAGMI,902.0,0.01622,4.26,22.58,2.47,1.39,Decentralized exchange
XPRT,903.0,0.10551,1.66,22.51,170.24,213.37,"Derivatives, DeFi"
LOKA,904.0,0.11718,2.71,22.42,5.99,191.33,"Gaming, NFTs & Collectibles, Metaverse"
WCFG,905.0,0.145,3.33,22.34,82.56,154.09,—
SHARP,906.0,0.0083138,0.1,22.34,81.07,2.69,—
BTY,907.0,0.034599,1.69,22.14,228.49,640.0,—
OSHI,908.0,0.02544,1.89,21.67,27.21,734.485,—
DATA,909.0,0.01967,1.69,21.99,3.99,1.12,"Distributed computing & Storage, Internet of things, Data management & AI, Web3, DePIN"
MOODENG,910.0,0.011323,2.54,21.93,3.27,408.51,Memes
HARD,911.0,0.16623,15.51,22.41,8.14,134.79,"Lending & Borrowing, DeFi"
PEPE,912.0,0.011323,13.47,21.8,438.92500000000007,420.69,—
VARA,913.0,0.01006,2.46,21.85,171.31,2.17,—
POLIS,914.0,0.077698,0.16,21.95,395.19,282.47,"Gaming, Metaverse, DAO"
NST,915.0,0.18514450000000002,0.35,21.91,77.01,8.0,NFTs & Collectibles
CROWN,916.0,0.1143,1.18,21.79,195.25,190.62,—
SRX,917.0,0.054156,3.88,21.66,1.52,400.0,"Distributed computing & Storage, DePIN"
TUBES,918.0,0.18514450000000002,13.22,21.57,19.9,39.0,—
KLV,919.0,0.002428,0.96,21.56,3.55,8.88,Payments
ALEX,920.0,0.035469,0.71,21.51,438.92500000000007,606.49,"Lending & Borrowing, DeFi"
CONX,921.0,0.18514450000000002,1.55,21.45,133.78,1.16,—
BOBA,922.0,0.1246,0.87,21.38,1.67,171.62,"Interoperability, Scaling, Layer 1"
STRX,923.0,0.02132,9.71,21.32,11.85,1.0,Payments
EL,924.0,0.0046462,7.49,21.52,1.72,4.63,Asset-backed Tokens
NUM,925.0,0.028206,0.15,21.25,438.92500000000007,734.485,"Data management & AI, NFTs & Collectibles, Asset management, Social, media & Content, Web3"
RETARDIO,926.0,0.0219,6.29,21.37,1.68,734.485,Memes
AGRS,927.0,0.18514450000000002,7.23,20.9,21.92,29.86,Data management & AI
MMUI,928.0,0.044699,5.85,21.29,438.92500000000007,476.25,—
FT,929.0,0.18514450000000002,1.01,21.09,2.2,87.47,—
NEURO,930.0,0.038399,0.16,21.07,175.0,548.75,—
QRL,931.0,0.18514450000000002,5.07,20.63,66.4,67.94,"Distributed computing & Storage, DePIN"
OL,932.0,0.063545,8.25,20.99,10.06,330.36,"Gaming, NFTs & Collectibles"
ADS,933.0,0.18514450000000002,0.49,21.02,3.04,38.74,"Marketing, Metaverse"
FIS,934.0,0.18514450000000002,0.11,20.94,6.84,110.16,"Derivatives, DeFi"
SLF,935.0,0.18514450000000002,2.93,20.82,42.86,97.0,"DeFi, Layer 1"
MPT,936.0,0.0245,0.06,20.89,438.92500000000007,734.485,—
DIAM,937.0,0.01452,0.39,20.85,438.92500000000007,1.44,—
ORN,938.0,0.18514450000000002,3.21,20.86,282.73,34.15,"Decentralized exchange, DeFi"
OBT,939.0,0.0208,0.9,20.8,438.92500000000007,1.0,—
COS,940.0,0.0040259,2.71,20.84,8.31,5.18,"Social, media & Content"
AKI,941.0,0.0105288,32.71,21.06,117.74,2.0,—
GHX,942.0,0.031699,10.02,20.6,3.88,649.97,"Gaming, Distributed computing & Storage, DePIN"
BECX,943.0,0.020595,4.29,20.59,37.0,1.0,—
WEN,944.0,0.011323,6.3,20.55,3.6,727.72,Memes
TOKE,945.0,0.18514450000000002,4.08,20.54,117.29,81.85,—
DOGE,946.0,0.02094,5.69,20.5,2.08,734.485,Memes
WUF,947.0,0.011323,1.19,20.42,208.89,83.68,"Memes, Gaming"
MCOIN,948.0,0.11515,6.7,20.38,438.92500000000007,177.0,—
YNE,949.0,0.020224,11.79,20.22,1.93,1.0,Data management & AI
HOPR,950.0,0.059089,1.51,20.16,397.02,341.17,"Privacy, DAO"
ROG,951.0,0.18514450000000002,1.64,20.26,29.04,66.99,—
DOGINME,952.0,0.00029929,6.53,20.24,438.92500000000007,67.62,—
USA,953.0,0.011323,1.11,20.0,1.44,11.88,Memes
CAW,954.0,0.011323,7.63,20.03,219.84,734.485,Memes
INV,955.0,0.18514450000000002,0.02,20.02,438.92500000000007,602.93,"Lending & Borrowing, DAO"
LOCK,956.0,0.18514450000000002,0.36,19.93,38.19,95.14,Privacy
KEKIUS,957.0,0.019734,12.0,19.73,6.99,1.0,Memes
LYK,958.0,0.18514450000000002,0.62,19.72,2.37,24.88,—
PURPE,959.0,0.011323,4.81,19.75,438.92500000000007,417.21,Memes
HAI,960.0,0.02357,2.7,19.65,275.62,734.485,"Smart contract platforms, Data management & AI, Enterprise solutions, Cybersecurity"
DIMO,961.0,0.06389,2.49,19.66,203.6,307.66,"Distributed computing & Storage, Internet of things, Data management & AI, DePIN"
CPC,962.0,0.1213,0.63,19.58,201.15,161.41,—
MNGO,963.0,0.0175,1.16,19.56,3.49,1.12,"Decentralized exchange, Derivatives, DeFi, DAO"
DRGN,964.0,0.052489,2.08,19.46,1.54,370.77,"Enterprise solutions, Made in America"
PORK,965.0,0.011323,1.98,19.33,438.92500000000007,399.51,Memes
VOW,966.0,0.050249,0.77,19.38,264.81,385.61,—
BSW,967.0,0.035599,2.45,19.38,4.0,544.5,"Decentralized exchange, NFTs & Collectibles, DeFi"
STRD,968.0,0.18514450000000002,0.41,19.33,51.36,87.83,"Derivatives, Layer 1"
PIKA,969.0,0.011323,0.04,19.29,23.32,420.69,Memes
NPT,970.0,0.1084,1.36,19.26,438.92500000000007,177.68,"Gaming, DeFi"
CHESS,971.0,0.095558,5.05,19.19,2.98,200.82,"Asset management, Derivatives, DeFi"
STAMP,972.0,0.019,2.79,19.0,15.62,1.0,NFTs & Collectibles
VOXEL,974.0,0.085398,2.67,19.11,3.21,223.8,"Gaming, NFTs & Collectibles"
ZUSD,975.0,0.18514450000000002,0.0,18.98,8.01,19.01,Stablecoins
FIRO,976.0,0.18514450000000002,0.2,18.93,1.35,17.01,"Privacy, Cryptocurrencies"
DUCK,977.0,0.0032151,1.25,18.97,5.28,5.9,—
RAI,978.0,0.18514450000000002,5.79,18.8,3.32,10.0,—
MATH,979.0,0.1647,1.82,18.83,438.92500000000007,114.36,Payments
FARM,980.0,0.18514450000000002,2.25,18.7,438.92500000000007,672.18,"Decentralized exchange, DeFi, DAO"
BETA,981.0,0.02099,2.53,18.67,3.9,734.485,Lending & Borrowing
VINU,982.0,0.011323,0.33,18.63,2.32,734.485,Memes
MICHI,983.0,0.033435,5.21,18.58,3.89,555.77,Memes
ALEPH,984.0,0.074999,9.13,18.54,2.84,247.22,"Distributed computing & Storage, Data management & AI, Identity, DePIN"
MDT,985.0,0.027499,0.61,18.59,5.71,676.16,"Data management & AI, Marketplace"
HEGIC,986.0,0.02621,6.55,18.44,61.9,703.73,"Decentralized exchange, Derivatives, DeFi"
CLUSTR,987.0,0.036979,0.63,18.48,9.02,499.69,Data management & AI
NGL,988.0,0.032599,0.02,18.65,56.22,572.11,"Oracles, Derivatives, Interoperability, DeFi, Web3, DePIN"
ROOT,989.0,0.01265,0.74,18.3,2.76,1.45,"Gaming, Metaverse, Layer 1"
PAIN,990.0,0.18514450000000002,15.87,19.19,5.39,5.0,—
BOBO,991.0,0.011323,5.25,18.19,1.67,66.13,Memes
BZZ,992.0,0.18514450000000002,0.11,18.18,1.06,52.6,"Developments tools, Distributed computing & Storage, DePIN"
USC,993.0,0.18514450000000002,1.0,18.1,183.49,18.28,—
BANANA,994.0,0.001791,14.56,17.91,6.47,10.0,Memes
WXM,995.0,0.18514450000000002,0.64,17.94,171.17,60.0,DePIN
VRA,996.0,0.0018333,2.94,17.96,4.42,9.8,"Gaming, Data management & AI, NFTs & Collectibles, Social, media & Content"
REN,997.0,0.018105,1.76,18.09,3.32,734.485,"Interoperability, DeFi"
MLC,998.0,0.18514450000000002,4.22,17.85,124.19,38.47,Gaming
QUICK,999.0,0.02356,0.82,17.75,6.44,734.485,"Decentralized exchange, DeFi"
RBN,1000.0,0.18374,5.34,17.67,129.41,96.19,"Derivatives, DeFi"
COPI,1001.0,0.01926,1.88,17.66,203.54,734.485,"Gaming, NFTs & Collectibles, Metaverse, Web3"
OORT,1002.0,0.047699,3.72,17.62,1.44,369.34,"Distributed computing & Storage, Data management & AI, DePIN"
PYTHIA,1003.0,0.017719,4.99,17.72,438.92500000000007,734.485,Memes
LAVA,1004.0,0.075663,0.36,17.62,396.46,232.89,—
OPUL,1005.0,0.047359,4.72,17.57,438.92500000000007,370.93,"Social, media & Content"
BENJI,1006.0,0.01754,10.96,17.54,4.64,1.0,Memes
OFT,1007.0,0.145,2.27,17.49,1.8,120.62,—
MSM,1008.0,0.0070439,3.2,17.61,197.43,2.5,—
S,1009.0,0.01745,5.04,17.45,5.1,734.485,—
CLOUD,1010.0,0.096339,22.27,17.34,3.66,180.0,—
STEP,1011.0,0.0785,1.03,17.38,90.45,221.41,—
KIN,1012.0,0.011323,5.46,17.38,242.37,2.76,"Social, media & Content, Web3"
PROS,1013.0,0.18514450000000002,0.43,17.2,2.92,51.39,"Prediction markets, DAO"
SUKU,1014.0,0.041159,0.34,17.08,253.37,415.01,"Enterprise solutions, DeFi, Web3, Made in America"
EVER,1015.0,0.0086108,0.49,17.1,131.49,1.99,Smart contract platforms
P,1017.0,0.011323,5.150705476073014,19.47,33.68,734.485,—
GROK,1018.0,0.0026999,5.21,17.07,5.87,6.32,"Memes, Data management & AI"
